;N;S;NC;ND;NH;NS;NNT;SC;SD;SH;SS;SNT
40426;Q85.852.K74.A832;KJ964.Q.Q6.KJT65;9.7;3.1;2.9;9.2;5.6;9.7;3.3;2.9;9.2;5.6
40427;KJ9865.975.532.6;.QJ432.9.AKQ9732;8.5;2.1;8.1;3.8;3.5;8.5;2.1;8.1;3.8;3.5
40428;983.QJ952.JT.QT5;KJ6542.7.62.AK86;6.4;2.7;5.0;8.1;4.1;6.3;2.8;5.0;8.1;4.1
40429;76.A98.T652.JT95;AQ543.QT5.843.K6;4.5;4.7;4.3;5.0;4.2;4.5;4.7;4.3;5.1;4.3
40430;AK8.974.KJ2.K763;64.AJT.63.A98542;10.1;5.5;6.5;5.6;9.7;10.0;5.3;6.3;5.3;9.1
40431;963.QT86.Q4.Q763;QJ87.KJ3.AT.KJ85;7.4;3.6;6.2;6.1;4.6;7.5;3.6;6.4;6.2;4.6
40432;3.K76.QT95.AK643;K9.AQJT43.KJ.J75;10.0;7.6;10.9;4.9;7.9;10.0;8.0;10.9;5.1;9.1
40433;A2.AJ4.AT852.AT7;KQ874.65.KQ.K982;11.2;11.6;8.7;11.7;11.7;11.2;11.5;8.6;11.7;11.3
40434;Q3.T87542.9.T942;JT98.QJ.KJ63.J83;2.7;1.8;4.1;2.6;2.2;2.7;1.8;4.1;2.6;2.2
40435;JT876.T932.Q984.;A5.AQJ4.3.AJ9876;6.7;5.3;8.7;7.4;5.9;6.7;5.3;8.8;7.5;5.9
40436;T8.Q4.KJ64.QJ984;KQJ96.A95.AQ7.A3;10.5;10.8;8.0;11.1;11.1;10.4;10.5;7.9;10.9;10.5
40437;Q97.Q83.AQ76.JT6;K653.K6.JT2.AKQ5;9.0;9.0;6.5;8.9;8.7;9.0;9.0;6.4;8.8;9.3
40438;87.A84.T32.Q9653;Q9.QJ.KQJ6.AKT74;9.2;8.1;4.5;4.0;6.1;9.2;8.0;4.4;4.0;6.3
40439;KT8764.9.J852.92;AQJ95.KJ743.7.A6;2.5;2.9;4.8;10.0;6.7;2.5;2.8;4.8;10.0;6.7
40440;AK6.J9.A95.J9876;T984.T853.84.KT3;6.2;3.6;4.6;5.6;4.5;6.3;3.6;4.6;5.6;4.5
40441;AK5.K.AKQJT74.T2;T6.J762.85.KJ873;8.0;10.5;6.2;5.6;9.5;8.0;10.5;6.2;5.6;9.5
40442;T53.KQJ83.85.T63;A9872.A52.K73.J7;3.2;3.2;7.3;7.1;5.1;3.2;3.4;7.3;7.1;5.1
40443;Q6432.93.9652.AJ;KJT.KJ64.T3.7632;2.6;2.7;3.4;5.7;2.6;2.6;2.6;3.3;5.7;2.6
40444;AK7.J987.83.AK86;J863.KQ6.A52.Q54;9.5;6.9;9.5;9.3;9.4;9.4;6.9;9.5;9.3;9.4
40445;5.J964.AQT2.T865;QJ7.KT75.KJ98.AQ;6.5;9.4;9.1;4.8;7.0;6.6;9.3;9.1;4.8;7.2
40446;AKJ94.J765.A9.KT;Q3.KQ84.KJ87.984;7.3;8.4;10.4;9.8;8.9;7.3;8.1;10.0;9.7;8.8
40447;KJ92.A9.AQJ43.Q7;A64.JT3.T2.T9852;7.9;8.7;6.1;8.3;7.4;7.8;8.6;6.1;8.3;7.4
40448;AKQT.KQJ.T754.QJ;965.AT963.98.K52;5.4;6.7;9.7;9.1;7.9;5.4;6.7;9.7;9.1;7.9
40449;53.AK76.T.T98732;QT64.T9.K9654.A6;6.8;5.4;4.9;4.9;4.2;6.9;5.4;4.9;5.0;4.2
40450;Q97.AT.952.A9842;AK6.J72.A86.K653;9.4;7.3;6.6;8.0;9.3;9.4;7.3;6.4;7.9;9.1
40451;5.6.QJ98.QJ98632;832.KQ982.53.T54;6.9;2.4;2.8;0.7;1.8;6.9;2.3;2.8;0.7;1.8
40452;T932.Q652.T85.K5;QJ.AJ9874.97642.;0.9;5.2;7.2;3.0;2.9;0.9;5.2;7.2;3.0;2.9
40453;T73.95.QJ6542.J5;Q4.QJT863.K.K973;2.7;3.9;4.8;2.1;2.5;2.7;3.9;4.9;2.0;2.5
40454;854.QJ74.K5.J973;T763.AT952..K862;6.5;1.1;6.8;3.1;2.9;6.5;1.1;6.8;3.2;2.9
40455;AJ54.J97.KQ42.JT;K62.AQ85.AT5.Q98;7.3;9.5;9.7;9.2;9.8;7.2;9.5;9.6;9.1;9.8
40456;Q96.KJ.AKT65.J96;JT875.9873.J97.Q;3.0;7.1;4.0;7.2;3.9;3.0;7.0;3.9;7.0;3.9
40457;753.8.QJT753.T94;JT86.AQ73.8.AQ85;5.9;6.6;3.5;4.8;4.1;6.0;6.4;3.7;4.9;4.4
40458;T742.AJT642.J2.9;Q.K87.AQ86.AQT85;8.3;8.0;11.4;6.8;8.9;8.3;8.2;11.4;6.8;8.9
40459;A87.AT9854.J2.AQ;T6.32.T43.KJ9865;8.0;3.4;7.3;3.4;6.2;7.9;3.4;7.3;3.4;6.2
40460;KQ754.Q84.AT9.K8;6.KT972.J53.J943;5.5;5.3;8.0;5.4;6.7;5.3;5.2;8.0;5.2;6.5
40461;KQ542.KT54.76.T9;3.8762.J5.K76542;4.5;0.9;3.9;2.5;1.6;4.5;0.8;3.8;2.6;1.7
40462;92.6.KJT6.KQ9873;AKQJ86.7.AQ87.62;9.6;10.3;3.6;10.3;5.2;9.6;10.3;3.6;10.4;5.2
40463;AJ85.A853.AJ92.3;96.2.Q853.AQT752;9.8;10.3;6.3;8.0;7.1;9.8;10.1;6.1;7.6;7.0
40464;T7.A97.Q98652.73;Q653.Q532.K.KJ65;3.4;5.5;4.3;3.6;3.8;3.8;5.6;4.6;3.8;3.8
40465;QJ73.8643.T54.K8;T962.JT.KQJ96.T9;0.7;5.3;1.0;5.1;1.0;0.7;5.3;1.0;5.1;1.0
40466;K75.9864.96.KQ74;J943.AQ2.A84.T86;6.4;4.1;5.9;6.3;6.3;6.4;4.1;6.0;6.3;6.3
40467;KQ964..9863.J732;AJ8732.9742..K94;6.2;0.6;0.5;10.9;0.9;6.2;0.6;0.4;10.9;0.9
40468;AKQJ73.J9.J865.2;2.AT652.AK42.963;5.6;11.0;8.8;10.6;7.6;5.5;10.9;8.7;10.6;7.6
40469;T8.K52.AKJT4.862;K743.98643.Q95.9;2.2;6.9;6.8;3.5;4.3;2.2;6.9;6.9;3.4;4.3
40470;AJT.J8532.AJ4.42;7632.976.Q6.AKQ3;7.2;5.9;8.4;7.4;7.2;7.2;5.9;8.4;7.3;7.1
40471;A652.Q6.T86.AKT4;K987.AT94.K7.932;8.3;6.6;7.5;9.0;7.6;8.3;6.6;7.5;9.0;7.7
40472;Q42.A.98754.KT43;KT.9854.A62.QJ95;8.1;7.9;3.7;4.2;5.2;8.1;8.0;3.7;4.2;5.2
40473;J63.J976.AJ2.Q84;QT7.A2.Q3.AJT962;8.9;4.6;5.9;5.6;8.6;8.9;4.6;6.1;5.8;8.8
40474;AT53.K2.AKT743.Q;K74.QJT95.J.A862;7.4;11.1;10.8;10.1;8.6;7.3;10.9;10.8;10.1;8.6
40475;4.T8763.AT5.A975;A96.J4.KQ83.KQJT;10.7;9.5;8.8;5.2;9.0;10.7;9.5;8.8;5.2;9.0
40476;J73.762.A9874.85;QT6.QJT3.J.AKT43;6.6;5.5;5.9;4.9;5.2;6.6;5.5;5.9;4.9;5.2
40477;J64.J874.J93.T63;T987532.63.5.952;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;4.1;0.0
40478;98.74.AJ9875.A42;T63.AQT832.2.QJ3;5.3;7.4;7.9;4.5;6.0;5.3;7.4;8.0;4.5;6.0
40479;T62.6.AJ943.J872;8543.A8.Q85.QT94;6.8;6.2;1.9;3.8;3.6;6.7;6.2;1.9;3.8;3.6
40480;98743.J83.AJ6.85;AJT52.Q4.QT3.AK2;5.6;6.7;6.1;9.5;7.9;5.6;6.7;6.1;9.5;7.9
40481;J87.KQJT984.J2.A;AK932.A75.AT9.J4;5.1;6.7;12.4;12.0;12.1;5.1;6.8;12.4;11.7;12.1
40482;KJT52.J97.76.K72;Q7.K8543.AQ42.64;3.6;4.5;7.2;6.6;5.2;3.9;4.4;7.3;6.6;5.2
40483;K432.Q5.T83.QJ94;QJT5.K2.QJ742.73;3.8;6.1;2.1;6.0;3.4;3.8;6.1;2.1;6.0;3.4
40484;T32.T65.Q74.A743;J865.K74.J53.KJT;4.5;3.4;3.0;4.0;4.5;4.5;3.4;3.0;4.0;4.4
40485;A5.QT42.AKJ7.JT7;843.973.642.AQ96;7.6;7.3;7.2;5.0;6.7;7.6;7.3;7.2;5.0;6.7
40486;J976.J64.T4.K953;83.KQ975.AQ7.AQJ;8.0;4.7;8.9;5.9;7.5;7.9;4.7;8.9;6.0;7.7
40487;A9654.42.A84.KQ9;J87.AJ98653.QT9.;5.0;6.6;9.7;8.6;8.1;5.0;6.6;9.6;8.6;8.1
40488;43.K964.K732.AJ3;J876.AQT2.J96.Q8;4.7;7.2;8.5;5.9;6.6;4.9;7.3;8.5;5.9;6.7
40489;K6.J7543.Q.AJ863;J.AKQT6.T9732.K4;9.2;6.5;11.0;2.8;6.8;9.0;6.0;10.9;2.6;6.3
40490;953.8732.JT5.K92;KT.Q65.Q873.T754;2.3;2.8;1.6;0.9;1.6;2.3;2.8;1.6;0.9;1.6
40491;AQJ9.KT843.8.863;7.AJ95.KQ5.AQJT9;11.4;7.2;11.6;8.4;11.1;11.4;7.3;11.7;8.7;10.9
40492;T65.743.765.Q643;AJ94.AK8.J98.K95;5.0;4.0;3.9;5.3;4.7;5.0;4.0;4.0;5.3;4.7
40493;A64.AQ52.KJ76.AT;KT3.T87.AT9843.3;5.1;11.5;10.6;8.0;10.8;5.1;11.5;10.9;8.1;10.8
40494;QJT65.4.A7653.A9;73.KJ3.KT9.Q6432;6.8;8.1;4.3;7.3;6.4;6.8;8.3;4.2;7.5;6.6
40495;AJ8.AT8652.Q82.5;32.KJ43.J653.AQ4;3.8;7.7;9.7;4.3;8.5;3.9;7.6;9.7;4.4;8.7
40496;Q98.T8642.JT.743;5.KQ973.AK642.AT;2.9;7.0;9.6;2.8;3.6;2.9;7.0;9.7;2.8;3.6
40497;J873.54.K93.A532;Q95.9.872.QJT984;6.5;1.5;0.6;3.6;1.3;6.5;1.5;0.6;3.6;1.3
40498;A853.AJ9.84.A975;4.Q84.K53.KQJ632;11.1;4.8;6.7;4.9;8.9;11.1;5.3;6.9;4.9;9.2
40499;KT97.A3.KQ98.Q62;AJ543.92.J2.KJT9;9.6;8.0;5.9;10.0;6.3;9.6;8.0;5.9;10.0;6.3
40500;J.AK96.KT976.653;54.J832.Q832.A82;3.1;8.3;7.7;2.3;3.5;3.1;8.3;7.7;2.3;3.5
40501;K8654.KT42.A86.8;73.Q9876.T5.Q972;2.5;1.8;7.6;5.0;3.1;2.5;1.8;7.6;4.9;3.1
40502;97.AJT92.96.9432;A65.K864.Q.KJT87;9.3;2.2;9.3;2.2;5.6;9.2;2.2;9.4;2.3;5.6
40503;KJ763.T.J764.T97;QT4.8752.AQ8.843;1.6;4.7;1.6;6.3;2.4;1.6;4.6;1.5;6.3;2.4
40504;K84.JT5.AKQ92.A3;QT9763.Q74.85.64;4.3;7.9;5.0;9.0;5.9;4.3;7.9;5.0;9.0;5.9
40505;KJT2.AQT.Q5.QJ54;AQ984.5.AK3.A983;11.9;8.8;7.5;12.4;12.4;11.9;8.6;7.6;12.3;11.9
40506;KT93.J73.T432.T3;Q6.KT2.AQ75.J876;4.6;6.7;4.4;5.2;5.3;4.8;6.7;4.8;5.4;5.6
40507;975.J853.K.JT854;Q3.AK9742.T842.6;2.7;1.2;8.1;0.7;1.2;2.7;1.2;8.0;0.7;1.2
40508;AT843.A9.Q963.98;972.T75.AK.AKJ73;9.4;8.1;7.4;10.1;8.3;9.4;8.2;7.3;10.1;8.3
40509;T874..J53.QJT432;6.Q842.Q972.K986;8.7;3.8;0.6;0.7;0.7;8.7;3.8;0.6;0.7;0.7
40510;975.K953.J92.J85;AQT6.AQJ8.KT.A73;6.4;5.7;9.0;8.4;8.3;6.4;5.7;9.1;8.4;8.4
40511;T2.J8.AQ754.QJ96;97653.AK3.98.K85;7.1;7.7;5.0;6.9;6.3;7.1;7.7;4.9;6.7;6.4
40512;QJ94.T7432.T9.43;A7.KQJ6.Q62.KQT7;5.0;3.9;8.2;5.2;5.9;4.9;3.9;8.3;5.2;6.2
40513;KT84.A85.KJ75.K8;AQ5.QJT964.A8.32;6.5;9.2;11.3;10.6;10.0;6.3;8.9;10.9;10.2;9.2
40514;82.QJ3.KJ986.K72;Q3.K4.AT43.QJT53;8.0;8.3;4.1;3.9;5.7;8.0;8.3;4.1;3.9;5.7
40515;98532.K95.Q6.JT5;K.832.9852.Q9842;3.8;0.9;0.8;1.4;0.7;3.8;0.9;0.8;1.4;0.7
40516;J2.943.K9753.KT2;9853.J862.J4.Q73;2.5;3.5;2.6;1.9;2.4;2.5;3.5;2.6;1.9;2.4
40517;AK.AKJ2.T43.9732;987.43.J2.AQT865;10.2;5.3;7.7;5.4;7.4;10.2;5.3;7.6;5.4;7.4
40518;2.T872.T54.AK963;J5.A9543.AJ62.J7;7.8;7.0;9.1;3.9;5.3;7.8;7.1;9.2;4.0;5.3
40519;K85.J95.QJT2.T95;74.AK8.K863.J732;5.4;6.8;4.1;3.1;4.9;5.4;6.8;4.2;3.1;4.9
40520;QJT62.T3.95.AKQ6;7.A4.JT842.J9732;8.9;6.3;2.6;5.0;6.0;8.9;6.3;2.6;5.0;6.0
40521;K9654.AQJ.K.AK74;7.K752.AJ52.QT83;11.8;8.7;11.0;8.9;10.6;11.8;8.6;10.9;8.9;10.4
40522;J.932.AK62.KQJ98;K75.AT7.JT843.62;7.8;8.8;4.6;3.5;5.9;7.8;8.8;4.9;3.9;6.4
40523;864.84.AJT96.JT5;J9732.73.Q8732.A;1.5;7.8;1.4;7.1;4.1;1.5;7.8;1.4;7.1;4.1
40524;632..T743.KQ7632;Q84.A7653.Q2.J85;6.5;2.5;1.8;1.8;2.5;6.5;2.5;1.8;1.8;2.5
40525;A.A74.T32.KQT532;J9.J6.AQ8654.874;9.8;9.9;3.8;3.4;6.5;9.8;9.8;3.9;3.3;6.5
40526;876.KT8764.93.KJ;J4.QJ52.KT85.Q82;2.4;3.2;7.5;2.4;3.4;2.5;3.2;7.5;2.4;3.4
40527;T97642.AJ43.A8.9;83.52.QJT76.T754;2.2;5.0;2.5;4.7;2.3;2.1;5.0;2.2;4.6;2.2
40528;A2.KQ8.T832.JT72;K8.A5.AKJ75.AK64;12.3;12.5;9.3;8.0;12.5;12.3;12.4;9.3;8.0;12.5
40529;J652.A6.T876.J76;AK.5.AKQ943.8532;6.4;9.6;3.2;5.2;8.8;6.4;9.6;3.2;5.2;8.8
40530;QT7654.AT3.43.AT;KJ83.KQ64.T2.KJ3;5.4;4.8;8.3;9.8;6.2;5.4;4.8;8.3;9.8;6.2
40531;Q743.J52.KT54.T6;T82.A63.A62.K842;3.8;4.8;3.8;5.1;4.3;3.8;4.9;3.9;5.0;4.2
40532;AJ42.9865.K96.T8;85.QJ732.852.943;1.5;1.6;5.2;2.2;1.7;1.5;1.6;5.2;2.1;1.7
40533;Q87.762.AK3.QJ64;KJT92.A93.QJ76.7;5.1;8.0;5.6;9.0;6.9;5.1;8.0;5.6;9.0;6.9
40534;AK964.J86.T9.Q32;8.KT73.AJ872.T74;5.0;6.4;6.5;5.6;5.5;5.0;6.3;6.4;5.6;5.5
40535;KQJ6.AQT82.94.Q4;82.K43.K753.KJ75;7.0;6.7;9.2;7.5;7.8;7.0;6.7;9.2;7.7;7.8
40536;KQT93.93.T754.95;752.8.KQ96.KQ762;5.7;7.1;2.1;7.5;3.1;5.7;7.1;2.1;7.5;3.1
40537;JT64.AJT3.T7.AK7;KQ85.Q64.K.QJT93;10.5;4.2;9.2;9.7;5.9;10.6;4.2;9.2;9.7;5.9
40538;KJ7.J8.AKQ8754.5;T983.Q2.T2.AJ832;5.1;8.9;3.3;6.7;5.1;5.1;8.9;3.3;6.7;5.1
40539;KQT.3.QT96432.K5;A.AQT652.A8.Q974;8.2;10.8;8.8;6.3;9.0;8.3;10.8;8.8;6.4;8.8
40540;A9.76.K8652.J952;QJ52.T832.AQJ9.6;3.5;9.0;4.0;4.8;4.5;3.5;9.0;3.9;4.8;4.4
40541;A763.73.T652.T96;T82.Q862.Q3.K432;2.3;2.2;1.6;2.1;1.7;2.3;2.1;1.7;2.1;1.7
40542;QT3.Q54.643.8763;AK72.AT76.QT.KT2;5.4;3.5;6.2;6.3;5.5;5.3;3.4;6.0;6.3;5.4
40543;KJ83.AT32.K95.K8;A754.764.A8.QJ62;8.3;6.8;9.1;9.3;8.9;8.1;6.7;9.0;9.3;8.9
40544;65432.J.A2.98742;AKJT.AK86.T9843.;6.3;8.4;6.0;11.0;6.7;6.3;8.4;6.0;11.0;6.7
40545;854.J84.J532.KJ7;T.K953.Q6.QT9852;6.8;1.8;3.3;1.1;1.9;6.8;1.8;3.3;1.1;1.9
40546;52.AJ3.J52.AKQ85;KQT86.765..J9632;10.9;2.1;5.1;7.8;5.7;10.5;2.1;4.6;8.0;5.7
40547;A765.52.KT942.97;KQ8432.A63.83.K4;2.2;6.9;2.4;8.7;6.4;2.2;7.0;2.4;8.7;6.6
40548;J9.964.QJ94.K972;AQ863.52.T.QT863;8.0;3.1;3.2;6.0;4.6;8.0;3.1;3.2;6.0;4.6
40549;A7.A864.QJ87.543;JT95.KQ72.T5.J76;4.1;4.4;6.5;4.4;4.9;4.0;4.5;6.5;4.4;4.9
40550;AJ853.AKJ6.K.KQ3;KQT762.3.7632.65;5.1;5.2;5.3;11.0;7.2;4.8;5.2;5.2;11.0;7.2
40551;JT.762.AK6.AJT63;AK963.A43.Q52.K4;12.5;10.0;8.8;12.3;12.4;12.5;10.0;8.8;12.3;12.4
40552;AQJT72..432.KJ85;.KJT72.T986.T742;7.3;4.9;3.6;5.8;5.3;6.8;4.7;3.3;5.6;4.6
40553;9842.K3.QJ5.AK65;Q7.986.A9876.QJ8;7.8;8.5;3.9;5.1;5.6;7.8;8.4;3.9;5.1;5.5
40554;AKT6.A984.J.QJ82;2.JT7.K7532.KT74;9.3;6.7;8.2;6.0;7.6;9.3;6.6;8.0;6.0;7.4
40555;KQ7.A.632.AQ9852;T94.KQ864.87.JT7;9.1;4.9;6.8;5.8;6.1;9.1;4.7;6.7;5.7;6.1
40556;A62.KJ94.J.AKT52;94.AQ87.872.Q874;10.8;4.0;10.7;4.1;7.8;10.8;4.0;10.7;4.1;7.8
40557;97.AQ962.J9.AJ74;KQ6.KT75.8762.KQ;7.9;7.2;10.0;6.0;8.1;7.9;7.2;10.0;6.1;8.1
40558;AK63.Q982.A4.AT8;QJT5.J3.K982.J76;7.2;6.9;7.9;9.8;8.9;7.1;6.9;7.9;9.7;8.9
40559;J5.A643.KJ542.54;Q83.KJ875.9.J763;3.7;4.6;7.3;3.0;4.9;3.8;4.6;7.3;3.0;4.9
40560;Q53.87.AT742.532;982.KT65.986.T86;0.9;3.3;1.9;1.0;1.0;1.0;3.3;1.9;1.0;1.0
40561;K7.JT962.J.98764;2.Q843.K9542.KQJ;6.3;3.7;7.2;1.2;1.7;6.3;3.8;7.4;1.1;1.7
40562;AT932.Q832.AQ.42;Q.K97654.54.Q763;4.2;3.5;9.0;5.4;5.3;4.0;3.5;9.0;5.4;5.1
40563;KJ.854.KQJ965.72;AQ9854..74.KQT65;8.3;8.4;3.6;10.2;5.5;8.3;8.3;3.6;10.2;5.5
40564;A983.T763.8.KJ82;QT4.AJ94.T93.QT5;6.6;3.7;8.1;6.8;4.9;6.6;3.8;8.1;6.7;4.9
40565;QJT976.KQ3.AQ.87;AK.JT84.J76.J542;6.4;4.9;8.1;9.0;7.9;6.4;4.9;8.1;9.0;7.9
40566;Q62.9.9542.A7632;AT.T63.AJ76.J954;7.8;7.5;3.2;3.8;4.4;7.8;7.5;3.2;4.0;4.3
40567;9874.A96.KJ82.K5;AT3.T8743.AQ.J42;5.7;6.9;8.3;7.5;7.1;5.7;6.9;8.3;7.5;7.1
40568;Q83.AT8.KJ874.J8;J94.J9753.T3.643;2.2;4.6;5.4;2.6;3.0;2.2;4.5;5.4;2.6;3.0
40569;KJ8.AJ84.AQ62.64;4.QT965.JT753.J3;2.4;8.3;7.9;2.5;3.9;2.4;8.3;7.9;2.5;3.9
40570;AQ6.AQ632.76.QT8;K.87.AKQJ984.763;7.0;10.2;8.3;5.6;10.3;7.0;10.2;8.3;5.6;9.9
40571;J643.T3.Q4.QT653;AQT72.865.3.K742;8.0;1.0;1.0;8.2;1.2;8.0;1.0;1.0;8.2;1.2
40572;73.AT65.AQ974.Q9;AJ4.QJ84.65.KJ85;8.0;8.3;9.9;6.5;8.8;8.0;8.5;10.0;6.5;8.9
40573;AJT7.62.K652.K72;KQ853.KQ3.AQ.A64;9.1;9.7;7.5;11.6;11.6;9.0;9.6;7.8;11.7;11.6
40574;K4.Q6.KJ952.K862;Q8.K752.AT6.QJ75;9.2;9.3;6.1;4.3;6.6;9.1;9.4;6.1;4.2;6.6
40575;Q75.A3.T763.A752;AK832.942.K5.K84;8.0;6.5;5.2;8.8;7.9;8.2;6.5;5.2;8.8;7.9
40576;Q.J7.AKQT862.KQ8;KJ5.KQ8543.J.J63;8.0;9.6;9.7;6.0;10.0;8.0;9.6;9.7;6.0;10.0
40577;A62.Q7.KJ64.QT74;KJT987.AJ6.982.5;5.5;7.6;5.4;9.4;8.1;5.4;7.5;5.2;9.3;7.8
40578;QJ87.A7.A3.AQ432;9532.K854.K62.T5;8.1;5.9;7.0;9.2;7.2;8.1;6.0;7.0;9.2;7.2
40579;KJ872.QT.A43.764;T43.K6.T8765.A83;3.4;6.1;3.2;6.3;3.8;3.5;6.1;3.2;6.3;3.8
40580;A652.62.QJ62.Q54;JT87.JT54.85.K72;2.6;3.2;2.9;4.7;3.1;2.7;3.1;3.0;4.7;3.3
40581;A52.J753.Q75.KJ3;Q96.KT2.A6.AQT84;9.4;5.4;8.5;6.7;9.3;9.6;5.5;8.6;6.7;9.3
40582;73.7.KQT975.KQJ5;54.AQ4.J6.A98764;9.6;8.9;2.9;2.8;6.4;9.6;8.9;2.9;2.8;6.4
40583;J8.QT986.AKQ7.87;T95.A2.85432.AJ4;3.9;9.1;7.8;4.2;7.1;4.0;9.1;7.8;4.2;7.1
40584;A8.AKJ762.JT.JT7;QJ63.Q.AQ87.Q843;9.5;8.7;10.0;8.1;10.1;9.5;8.7;10.0;8.1;10.2
40585;AQ74.J4.JT.KQJ94;KJT65.Q62.A75.A7;11.0;6.6;6.3;11.0;11.0;11.0;6.6;6.3;11.0;11.0
40586;AJ652.K7642.85.K;QT7.T.AKT96.Q765;5.9;8.4;7.1;9.5;7.1;5.7;8.4;7.1;9.5;7.1
40587;72.Q6532.98763.A;Q965.9.QJ4.KT762;3.6;4.3;3.0;2.6;2.5;3.6;4.4;3.1;2.7;2.4
40588;JT7.AK83.KJ97.J5;AK2.96.Q2.AQ7642;10.6;10.0;8.8;9.2;10.3;10.6;10.0;9.0;9.3;10.3
40589;AQ53.84.A842.876;942.J93.JT5.A542;4.4;5.3;3.7;4.7;3.8;4.3;5.2;3.7;4.7;3.8
40590;A8.53.A842.AK976;Q73.AKQT2.T765.Q;10.5;10.8;10.8;8.1;10.8;10.5;10.9;10.9;8.1;11.0
40591;JT2.J864.Q7.Q762;65.A9732.A932.84;2.6;3.4;6.2;1.9;2.7;2.6;3.3;6.2;1.9;2.7
40592;A85.AQ2.A5.AK865;3.JT5.KJ8762.972;11.7;11.6;8.9;6.8;10.2;11.5;11.2;8.9;6.8;10.2
40593;JT84.9.QJT6.T875;AK6.J7532.8542.9;1.7;6.2;3.1;4.5;1.9;1.7;6.2;3.1;4.7;1.9
40594;AQT96.AK982.A2.T;3.J74.Q987.KQ964;9.1;8.6;10.6;8.8;9.3;8.9;8.7;10.2;8.5;9.2
40595;T.AQ952.532.A764;K9.KT64.AKQ7.Q32;9.6;9.7;10.6;5.0;8.6;9.7;9.9;10.6;5.0;10.0
40596;K753.52.JT92.K32;J.J9863.AK64.T76;3.4;6.1;5.1;3.0;4.2;3.4;6.2;4.9;3.0;3.8
40597;KQ4.AKT74.K2.A65;J76.2.A98764.Q93;8.5;10.3;8.7;8.5;8.9;8.5;10.1;8.7;8.7;8.8
40598;T83.QT4.62.AQ762;J64.K2.J85.K9543;7.0;1.5;1.9;1.8;2.5;7.0;1.5;1.9;1.8;2.5
40599;J2.K3.53.AQJ6542;QT975.JT94.A97.7;7.4;3.9;4.8;6.5;4.9;7.4;3.9;4.8;6.5;4.9
40600;J7.A83.AT76.Q854;AT432.T4.Q3.9632;6.8;5.0;3.9;6.1;4.8;6.8;5.0;3.9;6.1;4.8
40601;Q932.A85.KJ83.J6;J7654.4.Q72.A532;3.9;6.5;2.8;8.6;4.1;3.9;6.6;2.8;8.6;4.1
40602;KQ54.AQ3.QT6.KT7;A.T987.A5.AJ9864;12.4;8.9;11.5;10.1;12.4;12.4;8.8;11.8;10.2;12.4
40603;K84.AT8.T98.Q532;32.Q9432.J63.KT9;4.5;2.6;5.4;2.1;3.1;4.4;2.5;5.4;2.0;3.0
40604;AQ.6543.Q5.KJ865;K865.KQJT8.A8.T9;8.4;4.5;9.9;7.0;6.4;8.3;4.5;9.6;6.9;7.0
40605;QJ753.2.8762.QJ3;A986.7.AJ.KT7542;9.2;2.8;2.0;8.8;2.9;9.3;2.8;2.0;8.9;2.9
40606;52.Q853.96532.AQ;KQ7.K74.KQJ7.J97;4.7;8.4;7.1;4.4;6.9;4.6;8.4;7.2;4.3;6.9
40607;A5432.QJ.52.9854;.AT7.KQT98763.AT;5.1;10.3;4.6;3.7;8.1;5.1;10.3;4.6;3.9;8.1
40608;A3.A96.AKQJ8.Q84;JT986.QT52.75.KJ;7.7;9.9;9.4;9.2;9.7;7.6;9.9;9.4;9.1;9.5
40609;A872.QJ3.KJT.T75;KQJT.864.62.AK93;7.9;5.6;6.2;8.3;8.1;7.9;5.7;6.0;8.3;8.1
40610;T65.JT6.J5.QT876;AJ97.75.Q974.AK3;7.4;4.9;3.8;6.3;6.1;7.4;4.9;3.8;6.3;6.1
40611;A53.863.A4.KJ763;QJ84.KQJ72.6.T82;9.4;3.9;9.3;7.6;5.9;9.0;3.9;9.0;7.6;5.9
40612;QT53.Q92.J86.986;84.J5.AT973.AKJ3;5.8;6.7;3.8;4.9;5.7;5.7;6.7;3.8;5.0;5.6
40613;Q86.KQ82.AQ643.4;95.JT9.JT75.AQ72;5.0;9.1;8.1;4.6;6.8;5.1;9.1;8.2;4.5;6.8
40614;.J87.Q854.AKQT52;AJ6543.QT96.6.94;7.6;4.5;7.1;6.0;6.7;7.6;4.6;7.1;6.0;6.6
40615;AT962.A.QJT7.J98;873.Q8652.A96.T6;4.2;6.8;5.4;7.4;5.2;4.2;6.9;5.5;7.4;5.2
40616;Q6.Q532.764.9643;KT98.7.AKQJ85.Q2;3.5;8.6;2.4;4.3;5.2;3.5;8.6;2.4;4.3;4.9
40617;A8762.Q7.Q75.T95;Q43.T532.AKT8.74;3.2;5.7;4.4;6.6;4.6;3.2;5.8;4.4;6.6;4.6
40618;A743.Q654.QT52.6;92.AT87.KJ874.Q7;2.1;8.5;8.3;3.1;2.8;2.1;8.3;8.4;3.1;2.8
40619;Q98.KQ76432.86.7;T63.AT8.T.AQJT84;7.9;2.5;9.6;4.0;5.1;7.8;2.5;9.6;4.0;5.1
40620;K7.JT92.K.J98754;QJ9.Q74.T52.AQT6;7.9;3.0;5.7;3.0;4.1;7.9;3.0;5.7;3.0;4.1
